512	0.00515915	27.0873
512	0.0190247	97.3738
512	0.0397804	198.078
512	0.0657095	316.315
512	0.175861	711.054
512	0.266474	904.703
512	0.361496	969.328
512	0.391766	958.859
512	0.441349	904.083
512	0.446349	895.63
512	0.564146	498.231
512	0.56727	480.312
512	0.572356	449.576
512	0.572451	448.68
512	0.604132	233.347
512	0.609756	207.712
512	0.610904	203.276
512	0.612525	197.39
512	0.613296	194.82
512	0.619842	173.747
512	0.635562	134.57
512	0.640062	125.769
512	0.640318	125.008
512	0.643914	118.325
512	0.811062	13.8935
512	0.811948	13.7514
512	0.843528	10.4269
512	0.865883	9.09915
512	0.925153	7.5574
512	0.945004	7.46266
