512	0.00515915	26.8303
512	0.0190247	96.7358
512	0.0397804	196.399
512	0.0657095	313.422
512	0.175861	705.557
512	0.266474	897.156
512	0.361496	960.469
512	0.391766	949.407
512	0.441349	894.704
512	0.446349	887.293
512	0.564146	493.252
512	0.56727	475.418
512	0.572356	444.458
512	0.572451	444.235
512	0.604132	230.771
512	0.609756	205.383
512	0.610904	201.069
512	0.612525	195.438
512	0.613296	192.742
512	0.619842	172.222
512	0.635562	133.175
512	0.640062	124.487
512	0.640318	123.892
512	0.643914	117.294
512	0.811062	13.7021
512	0.811948	13.5731
512	0.843528	10.2897
512	0.865883	8.89693
512	0.925153	7.43158
512	0.945004	7.32332
