64	0.00515915	0.0105697
64	0.0190247	0.0279486
64	0.0397804	0.0516371
64	0.0657095	0.0826524
64	0.175861	0.178192
64	0.266474	0.22628
64	0.361496	0.260681
64	0.391766	0.24622
64	0.441349	0.235155
64	0.446349	0.231184
64	0.564146	0.147914
64	0.56727	0.142778
64	0.572356	0.148621
64	0.572451	0.139101
64	0.604132	0.10007
64	0.609756	0.0926166
64	0.610904	0.0895709
64	0.612525	0.0874428
64	0.613296	0.0927806
64	0.619842	0.0811601
64	0.635562	0.0665074
64	0.640062	0.0646998
64	0.640318	0.0670249
64	0.643914	0.0611636
64	0.811062	0.0235738
64	0.811948	0.0239748
64	0.843528	0.0223233
64	0.865883	0.0216868
64	0.925153	0.0213828
64	0.945004	0.0216872
